ProductKey	sku	product_name	product_class_id	subcategory	category	department	product_family	size	brandName	supplier
460	42540001	Goldfish Cheddar	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
461	42541001	Goldfish Cheddar Colors	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
462	42542001	Goldfish Grahams Cookies And Creme	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
463	42543001	Goldfish Grahams Smores	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
464	42544001	Goldfish Grahams Vanilla Cupcake	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
465	42545001	Goldfish Mix Extra Cheddar & Pretzel	82	Crackers	Snack Foods	Snack Foods	Food	34 oz	Pepperidge Farm	Rowan Warehouse
466	42546001	Goldfish Mix Extra Cheddar + Pretzel	82	Crackers	Snack Foods	Snack Foods	Food	6 oz	Pepperidge Farm	Rowan Warehouse
467	42547001	Goldfish Mix Honey Mustard + Pretzel	82	Crackers	Snack Foods	Snack Foods	Food	6 oz	Pepperidge Farm	Rowan Warehouse
468	42548001	Goldfish Organic Wheat Cheddar Lunch Packs	82	Crackers	Snack Foods	Snack Foods	Food	9 pkg	Pepperidge Farm	Rowan Warehouse
469	42549001	Goldfish Parmesan	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
470	42550001	Goldfish Pizza	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
471	42551001	Goldfish Pretzel	82	Crackers	Snack Foods	Snack Foods	Food	8 oz	Pepperidge Farm	Rowan Warehouse
472	42552001	Goldfish Princess	82	Crackers	Snack Foods	Snack Foods	Food	2 oz	Pepperidge Farm	Rowan Warehouse
473	42553001	Goldfish Princess	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
474	42554001	Goldfish Saltine	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
475	42555001	Goldfish Sweet & Savory	82	Crackers	Snack Foods	Snack Foods	Food	20 ct	Pepperidge Farm	Rowan Warehouse
476	42556001	Goldfish Whole Grain Cheddar	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
477	42557001	Goldfish Whole Grain Cheddar Colors	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
478	42558001	Goldfish Whole Grain Cinnamon	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
479	42559001	Goldfish Whole Grain Honey Grahams	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
480	42560001	Goldfish Whole Grain Pretzel	82	Crackers	Snack Foods	Snack Foods	Food	8 oz	Pepperidge Farm	Rowan Warehouse
481	42561001	Goldfish Whole Grain Xtra Cheddar	82	Crackers	Snack Foods	Snack Foods	Food	6.6 oz	Pepperidge Farm	Rowan Warehouse
482	42562001	Italian Bread With Sesame Seeds	27	Sliced Bread	Bread	Baked Goods	Food	20 oz	Pepperidge Farm	Rowan Warehouse
483	42563001	Jewish Pumpernickel Dark Pump	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
484	42564001	Jewish Rye & Pumpernickel Deli Swirl	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
485	42565001	Jewish Rye Seeded	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
486	42566001	Jewish Rye Seedless	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
487	42567001	Light Style Bread 7 Grain	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
488	42568001	Light Style Bread Soft Wheat	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
489	42569001	Stuffing Corn Bread	27	Sliced Bread	Bread	Baked Goods	Food	14 oz	Pepperidge Farm	Rowan Warehouse
490	42570001	Swirl Bread Blueberry	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
491	42571001	Swirl Bread Brown Sugar Cinnamon	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
492	42572001	Swirl Bread Cinnamon	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
493	42573001	Swirl Bread French Toast	27	Sliced Bread	Bread	Baked Goods	Food	14 oz	Pepperidge Farm	Rowan Warehouse
494	42574001	Swirl Bread Raisin Cinnamon	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
495	42575001	Swirl Bread Strawberry	27	Sliced Bread	Bread	Baked Goods	Food	14 oz	Pepperidge Farm	Rowan Warehouse
496	42576001	Swirl Oatmeal Bread Apple & Cinnamon	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
497	42577001	Swirl Oatmeal Bread Maple & Brown Sugar	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
498	42578001	Texas Toast 5 Cheese	27	Sliced Bread	Bread	Baked Goods	Food	9.5 oz	Pepperidge Farm	Rowan Warehouse
499	42579001	Texas Toast Garlic	27	Sliced Bread	Bread	Baked Goods	Food	11 oz	Pepperidge Farm	Rowan Warehouse
500	42580001	Very Thin Bread 100% Whole Wheat	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
501	42581001	Very Thin Bread White	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Pepperidge Farm	Rowan Warehouse
502	42582001	Whole Grain Bread 100% Wheat Bread	27	Sliced Bread	Bread	Baked Goods	Food	24 oz	Pepperidge Farm	Rowan Warehouse
503	42583001	Whole Grain Bread 15 Grain	27	Sliced Bread	Bread	Baked Goods	Food	24 oz	Pepperidge Farm	Rowan Warehouse
504	42584001	Whole Grain Bread Honey Wheat	27	Sliced Bread	Bread	Baked Goods	Food	24 oz	Pepperidge Farm	Rowan Warehouse
505	42585001	Anniversary Blend Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Peets	Rowan Warehouse
506	42586001	Cafe Domingo Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Peets	Rowan Warehouse
507	42587001	Cafe Solano Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Peets	Rowan Warehouse
508	42588001	Colombian Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Peets	Rowan Warehouse
509	42589001	French Roast Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Peets	Rowan Warehouse
510	42590001	House Blend Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Peets	Rowan Warehouse
511	42591001	House Blend Decaf Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Peets	Rowan Warehouse
512	42592001	Major Dickason Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Peets	Rowan Warehouse
513	42593001	Major Dickason Decaf Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Peets	Rowan Warehouse
514	42594001	Medium Brazil Monte Alegre Coffee	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Peets	Rowan Warehouse
515	42595001	Chopped Beef Dog Food	247	Pet Foods	Pet Foods	Pet Foods	Non-Consumable	22 oz	Pedigree	Rowan Warehouse
516	42596001	Cough & Congestion Cherry	75	Cold Remedies	Cold Remedies	Health and Hygiene	Non-Consumable	4 oz	Pediacare	Rowan Warehouse
517	42597001	Pasta Butter And Garlic	5	Pasta	Starchy Foods	Starchy Foods	Food	4.7 oz	Pasta Roni	Rowan Warehouse
518	42598001	Dutch Style Hot Cocoa Mix	51	Chocolate	Hot Beverages	Beverages	Drink	18.5 oz	Pantry Essentials	Rowan Warehouse
519	42599001	Baby Dry Size 1	213	Diapers	Paper Products	Household	Non-Consumable	44 ct	Pampers	Rowan Warehouse
520	42600001	Baby Dry Size 2	213	Diapers	Paper Products	Household	Non-Consumable	37 ct	Pampers	Rowan Warehouse
521	42601001	Baby Dry Size 3	213	Diapers	Paper Products	Household	Non-Consumable	32 ct	Pampers	Rowan Warehouse
522	42602001	Baby Dry Size 3	213	Diapers	Paper Products	Household	Non-Consumable	56 ct	Pampers	Rowan Warehouse
523	42603001	Baby Dry Size 3	213	Diapers	Paper Products	Household	Non-Consumable	60 ct	Pampers	Rowan Warehouse
524	42604001	Baby Dry Size 4	213	Diapers	Paper Products	Household	Non-Consumable	28 ct	Pampers	Rowan Warehouse
525	42605001	Baby Dry Size 5	213	Diapers	Paper Products	Household	Non-Consumable	24 ct	Pampers	Rowan Warehouse
526	42606001	Baby Dry Size 5	213	Diapers	Paper Products	Household	Non-Consumable	27 ct	Pampers	Rowan Warehouse
527	42607001	Baby Dry Size 5	213	Diapers	Paper Products	Household	Non-Consumable	78 ct	Pampers	Rowan Warehouse
528	42608001	Baby Dry Size 6	213	Diapers	Paper Products	Household	Non-Consumable	21 ct	Pampers	Rowan Warehouse
529	42609001	Baby Dry Size 6	213	Diapers	Paper Products	Household	Non-Consumable	23 ct	Pampers	Rowan Warehouse
530	42610001	Cruisers Size 3	213	Diapers	Paper Products	Household	Non-Consumable	31 ct	Pampers	Rowan Warehouse
531	42611001	Cruisers Size 4	213	Diapers	Paper Products	Household	Non-Consumable	24 ct	Pampers	Rowan Warehouse
532	42612001	Cruisers Size 4	213	Diapers	Paper Products	Household	Non-Consumable	26 ct	Pampers	Rowan Warehouse
533	42613001	Cruisers Size 5	213	Diapers	Paper Products	Household	Non-Consumable	21 ct	Pampers	Rowan Warehouse
534	42614001	Cruisers Size 5	213	Diapers	Paper Products	Household	Non-Consumable	23 ct	Pampers	Rowan Warehouse
535	42615001	Cruisers Size 5	213	Diapers	Paper Products	Household	Non-Consumable	52 ct	Pampers	Rowan Warehouse
536	42616001	Cruisers Size 5	213	Diapers	Paper Products	Household	Non-Consumable	66 ct	Pampers	Rowan Warehouse
537	42617001	Cruisers Size 5	213	Diapers	Paper Products	Household	Non-Consumable	72 ct	Pampers	Rowan Warehouse
538	42618001	Swaddlers Size 1	213	Diapers	Paper Products	Household	Non-Consumable	35 ct	Pampers	Rowan Warehouse
539	42619001	Swaddlers Size 2	213	Diapers	Paper Products	Household	Non-Consumable	32 ct	Pampers	Rowan Warehouse
540	42620001	Swaddlers Size Newborn	213	Diapers	Paper Products	Household	Non-Consumable	32 ct	Pampers	Rowan Warehouse
541	42621001	Swaddlers Size Newborn	213	Diapers	Paper Products	Household	Non-Consumable	36 ct	Pampers	Rowan Warehouse
542	42622001	Oxy Blue	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	25 oz	Palmolive	Rowan Warehouse
543	42623001	Oxi Clean Laundry Detergent	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	47 oz	Oxi Clean	Rowan Warehouse
544	42624001	Drink Mix Chocolate Malt	51	Chocolate	Hot Beverages	Beverages	Drink	12 oz	Ovaltine	Rowan Warehouse
545	42625001	Drink Mix Chocolate Malt	51	Chocolate	Hot Beverages	Beverages	Drink	12 oz	Ovaltine	Rowan Warehouse
546	42626001	Drink Mix Rich Chocolate	51	Chocolate	Hot Beverages	Beverages	Drink	18 oz	Ovaltine	Rowan Warehouse
547	42627001	Hot Dogs Regular	81	Hot Dogs	Meat	Deli	Food	16 oz	Oscar Mayer	Rowan Warehouse
548	42628001	Hot Dogs Turkey Smoked	81	Hot Dogs	Meat	Deli	Food	16 oz	Oscar Mayer	Rowan Warehouse
549	42629001	Microwave Popcorn Butter	54	Popcorn	Snack Foods	Snack Foods	Food	6 pkg	Orville Redenbachers	Rowan Warehouse
550	42630001	Popcorn Garlic Butter & Sea Salt	54	Popcorn	Snack Foods	Snack Foods	Food	8.07 oz	Orville Redenbachers	Rowan Warehouse
551	42631001	Blueberries In Light Syrup	254	Syrups	Baking Goods	Baking Products	Food	15 oz	Oregon	Rowan Warehouse
552	42632001	French Fries Shoestring	63	French Fries	Vegetables	Frozen Foods	Food	32 oz	Ore Ida	Rowan Warehouse
553	42633001	Meatballs Angus Beef	256	Beef	Meat	Frozen Foods	Food	14 oz	Open Nature	Rowan Warehouse
554	42634001	Chicken Patties	100	Frozen Chicken	Meat	Frozen Foods	Food	27.5 oz	On Cor	Rowan Warehouse
555	42635001	Juice Blueberry Pomegranate	30	Juice	Pure Juice Beverages	Beverages	Drink	64 oz	Old Orchard	Rowan Warehouse
556	42636001	Juice Peach Mango	30	Juice	Pure Juice Beverages	Beverages	Drink	64 oz	Old Orchard	Rowan Warehouse
557	42637001	Taco Seasoning Original	4	Spices	Baking Goods	Baking Products	Food	1 oz	Old El Paso	Rowan Warehouse
558	42638001	Craisins Original	109	Dried Fruit	Snack Foods	Snack Foods	Food	5 oz	Ocean Spray	Rowan Warehouse
559	42639001	Cranberry Sauce Jellied	31	Jelly	Jams and Jellies	Baking Products	Food	14 oz	Ocean Spray	Rowan Warehouse
560	42640001	Juice Cherry	30	Juice	Pure Juice Beverages	Beverages	Drink	64 oz	Ocean Spray	Rowan Warehouse
561	42641001	Juice Citrus Tangerine Orange Juice	30	Juice	Pure Juice Beverages	Beverages	Drink	60 oz	Ocean Spray	Rowan Warehouse
562	42642001	Juice Grape Cranberry	30	Juice	Pure Juice Beverages	Beverages	Drink	4 pkg	Ocean Spray	Rowan Warehouse
563	42643001	Juice White Grapefruit	30	Juice	Pure Juice Beverages	Beverages	Drink	64 oz	Ocean Spray	Rowan Warehouse
564	42644001	Sparkling Juice Cranberry	30	Juice	Pure Juice Beverages	Beverages	Drink	4 ct	Ocean Spray	Rowan Warehouse
565	42645001	Coffee Aztec Blend Medium	90	Coffee	Hot Beverages	Beverages	Drink	10 oz	O Organics	Rowan Warehouse
566	42646001	Coffee Columbian Excelso	90	Coffee	Hot Beverages	Beverages	Drink	10 oz	O Organics	Rowan Warehouse
567	42647001	Coffee French Roast Dark	90	Coffee	Hot Beverages	Beverages	Drink	10 oz	O Organics	Rowan Warehouse
568	42648001	Coffee Guatemalan	90	Coffee	Hot Beverages	Beverages	Drink	10 oz	O Organics	Rowan Warehouse
569	42649001	Coffee Mexican Chiapas	90	Coffee	Hot Beverages	Beverages	Drink	10 oz	O Organics	Rowan Warehouse
570	42650001	Coffee Peruvian Chanchamayo	90	Coffee	Hot Beverages	Beverages	Drink	10 oz	O Organics	Rowan Warehouse
571	42651001	Honey Flake & Oat Clusters Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	14 oz	O Organics	Rowan Warehouse
572	42652001	Honey Nut Os Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	14 oz	O Organics	Rowan Warehouse
573	42653001	Multi Grain Squares Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	13 oz	O Organics	Rowan Warehouse
574	42654001	Raisin Bran Cereal	35	Cereal	Breakfast Foods	Breakfast Foods	Food	15 oz	O Organics	Rowan Warehouse
575	42655001	Spread Hazelnut	33	Preserves	Jams and Jellies	Baking Products	Food	26.5 oz	Nutella	Rowan Warehouse
576	42656001	Coffee Breakfast Blend	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	New England	Rowan Warehouse
577	42657001	Coffee Hazelnut Creme	90	Coffee	Hot Beverages	Beverages	Drink	11 oz	New England	Rowan Warehouse
578	42658001	Carnation Reduced Fat	76	Milk	Dairy	Dairy	Drink	12 oz	Nestle	Rowan Warehouse
579	42659001	Coffeemate French Vanilla	90	Coffee	Hot Beverages	Beverages	Drink	32 oz	Nestle	Rowan Warehouse
580	42660001	Hot Cocoa Mix Milk Chocolate	51	Chocolate	Hot Beverages	Beverages	Drink	6 pkg	Nestle	Rowan Warehouse
581	42661001	Hot Cocoa Mix Mini Marshmallow	51	Chocolate	Hot Beverages	Beverages	Drink	6 pkg	Nestle	Rowan Warehouse
582	42662001	Milk Banana Strawberry	76	Milk	Dairy	Dairy	Drink	14 oz	Nestle	Rowan Warehouse
583	42663001	Tea Instant	52	Flavored Drinks	Drinks	Beverages	Drink	3 oz	Nestea	Rowan Warehouse
584	42664001	Drink Mix Chocolate	51	Chocolate	Hot Beverages	Beverages	Drink	10.9 oz	Nesquik	Rowan Warehouse
585	42665001	Drink Mix Chocolate	51	Chocolate	Hot Beverages	Beverages	Drink	21.8 oz	Nesquik	Rowan Warehouse
586	42666001	Drink Mix Chocolate	51	Chocolate	Hot Beverages	Beverages	Drink	40.7 oz	Nesquik	Rowan Warehouse
587	42667001	Tasters Choice Coffee	90	Coffee	Hot Beverages	Beverages	Drink	7 oz	Nescafe	Rowan Warehouse
588	42668001	Bagels Cinnamon Raisin	25	Bagels	Bread	Baked Goods	Food	20 oz	Natures Own	Rowan Warehouse
589	42669001	Bagels Plain	25	Bagels	Bread	Baked Goods	Food	20 oz	Natures Own	Rowan Warehouse
590	42670001	Bagels Whole Wheat	25	Bagels	Bread	Baked Goods	Food	20 oz	Natures Own	Rowan Warehouse
591	42671001	Bread Cinnamon Raisin Swirl	27	Sliced Bread	Bread	Baked Goods	Food	16 oz	Natures Own	Rowan Warehouse
592	42672001	Thin Bagels White	25	Bagels	Bread	Baked Goods	Food	13 oz	Natures Own	Rowan Warehouse
593	42673001	Thin Bagels Whole Wheat	25	Bagels	Bread	Baked Goods	Food	13 oz	Natures Own	Rowan Warehouse
594	42674001	Nationeel Avocado Dip	83	Dips	Snack Foods	Snack Foods	Food	8.19	Nationeel	Rowan Warehouse
595	42675001	Nationeel Buttered Popcorn	54	Popcorn	Snack Foods	Snack Foods	Food	6.31	Nationeel	Rowan Warehouse
596	42676001	Nationeel Cheese Dip	83	Dips	Snack Foods	Snack Foods	Food	8.69	Nationeel	Rowan Warehouse
597	42677001	Nationeel Chocolate Chip Cookies	45	Cookies	Snack Foods	Snack Foods	Food	14.1	Nationeel	Rowan Warehouse
598	42678001	Nationeel Fondue Mix	83	Dips	Snack Foods	Snack Foods	Food	5.98	Nationeel	Rowan Warehouse
599	42679001	Nationeel Frosted Cookies	45	Cookies	Snack Foods	Snack Foods	Food	10.5	Nationeel	Rowan Warehouse
600	42680001	Nationeel Fudge Brownies	45	Cookies	Snack Foods	Snack Foods	Food	13.2	Nationeel	Rowan Warehouse
601	42681001	Nationeel Fudge Cookies	45	Cookies	Snack Foods	Snack Foods	Food	5.3	Nationeel	Rowan Warehouse
602	42682001	Nationeel Graham Crackers	45	Cookies	Snack Foods	Snack Foods	Food	6.31	Nationeel	Rowan Warehouse
603	42683001	Nationeel Lemon Cookies	45	Cookies	Snack Foods	Snack Foods	Food	12.8	Nationeel	Rowan Warehouse
604	42684001	Nationeel Low Fat Cookies	45	Cookies	Snack Foods	Snack Foods	Food	11.3	Nationeel	Rowan Warehouse
605	42685001	Nationeel Low Fat Popcorn	54	Popcorn	Snack Foods	Snack Foods	Food	8.6	Nationeel	Rowan Warehouse
606	42686001	Nationeel No Salt Popcorn	54	Popcorn	Snack Foods	Snack Foods	Food	6.63	Nationeel	Rowan Warehouse
607	42687001	Nationeel Salsa Dip	83	Dips	Snack Foods	Snack Foods	Food	7.89	Nationeel	Rowan Warehouse
608	42688001	Nationeel Sugar Cookies	45	Cookies	Snack Foods	Snack Foods	Food	6.23	Nationeel	Rowan Warehouse
609	42689001	Chips Ahoy Cookies Candy Blasts	45	Cookies	Snack Foods	Snack Foods	Food	12.4 oz	Nabisco	Rowan Warehouse
610	42690001	Chips Ahoy Cookies Chewy Chocolate Chip	45	Cookies	Snack Foods	Snack Foods	Food	13 oz	Nabisco	Rowan Warehouse
611	42691001	Chips Ahoy Cookies Chewy Chocolate Chip	45	Cookies	Snack Foods	Snack Foods	Food	19.5 oz	Nabisco	Rowan Warehouse
612	42692001	Chips Ahoy Cookies Chewy Chocolate Reeses	45	Cookies	Snack Foods	Snack Foods	Food	9.5 oz	Nabisco	Rowan Warehouse
613	42693001	Chips Ahoy Cookies Chewy Reeses Peanut Butter Cup	45	Cookies	Snack Foods	Snack Foods	Food	9.5 oz	Nabisco	Rowan Warehouse
614	42694001	Chips Ahoy Cookies Chocolate Chip	45	Cookies	Snack Foods	Snack Foods	Food	12 ct	Nabisco	Rowan Warehouse
615	42695001	Chips Ahoy Cookies Chocolate Chip	45	Cookies	Snack Foods	Snack Foods	Food	18.2 oz	Nabisco	Rowan Warehouse
616	42696001	Chips Ahoy Cookies Chunky	45	Cookies	Snack Foods	Snack Foods	Food	11.75 oz	Nabisco	Rowan Warehouse
617	42697001	Chips Ahoy Cookies Double Chocolate Thins	45	Cookies	Snack Foods	Snack Foods	Food	7 oz	Nabisco	Rowan Warehouse
618	42698001	Chips Ahoy Cookies Oatmeal Thins	45	Cookies	Snack Foods	Snack Foods	Food	7 oz	Nabisco	Rowan Warehouse
619	42699001	Chips Ahoy Cookies Red Velvet	45	Cookies	Snack Foods	Snack Foods	Food	9.6 oz	Nabisco	Rowan Warehouse
620	42700001	Chips Ahoy Cookies Reduced Fat	45	Cookies	Snack Foods	Snack Foods	Food	13 oz	Nabisco	Rowan Warehouse
621	42701001	Chips Ahoy Cookies Smores	45	Cookies	Snack Foods	Snack Foods	Food	9.6 oz	Nabisco	Rowan Warehouse
622	42702001	Chips Ahoy Cookies Snak-Saks Original	45	Cookies	Snack Foods	Snack Foods	Food	8 oz	Nabisco	Rowan Warehouse
623	42703001	Chips Ahoy Cookies Soft Chunky Peanut Butter	45	Cookies	Snack Foods	Snack Foods	Food	10.5 oz	Nabisco	Rowan Warehouse
624	42704001	Chips Ahoy Cookies Thins Cinnamon Sugar	45	Cookies	Snack Foods	Snack Foods	Food	7 oz	Nabisco	Rowan Warehouse
625	42705001	Chips Ahoy Cookies Thins Original	45	Cookies	Snack Foods	Snack Foods	Food	7 oz	Nabisco	Rowan Warehouse
626	42706001	Chips Ahoy Cookies White Fudge Chunky	45	Cookies	Snack Foods	Snack Foods	Food	11.75 oz	Nabisco	Rowan Warehouse
627	42707001	Chips Ahoy Original Chocolate Chip	45	Cookies	Snack Foods	Snack Foods	Food	13 oz	Nabisco	Rowan Warehouse
628	42708001	Wheat Thins Big Crackers Original	82	Crackers	Snack Foods	Snack Foods	Food	8 oz	Nabisco	Rowan Warehouse
629	42709001	Wheat Thins Cracked Pepper & Olive Oil	82	Crackers	Snack Foods	Snack Foods	Food	9 oz	Nabisco	Rowan Warehouse
630	42710001	Wheat Thins Hint Of Salt	82	Crackers	Snack Foods	Snack Foods	Food	9.1 oz	Nabisco	Rowan Warehouse
631	42711001	Wheat Thins Original	82	Crackers	Snack Foods	Snack Foods	Food	9.1 oz	Nabisco	Rowan Warehouse
632	42712001	Wheat Thins Ranch	82	Crackers	Snack Foods	Snack Foods	Food	9 oz	Nabisco	Rowan Warehouse
633	42713001	Wheat Thins Reduced Fat	82	Crackers	Snack Foods	Snack Foods	Food	8.5 oz	Nabisco	Rowan Warehouse
634	42714001	Wheat Thins Sundried Tomato & Basil	82	Crackers	Snack Foods	Snack Foods	Food	9 oz	Nabisco	Rowan Warehouse
635	42715001	Wheat Thins Toasted Chips Multigrain	82	Crackers	Snack Foods	Snack Foods	Food	8.1 oz	Nabisco	Rowan Warehouse
636	42716001	Wheat Thins Toasted Chips Veggie	82	Crackers	Snack Foods	Snack Foods	Food	8.1 oz	Nabisco	Rowan Warehouse
637	42717001	Wheat Thins Toasted Pita Garlic Herb	82	Crackers	Snack Foods	Snack Foods	Food	8 oz	Nabisco	Rowan Warehouse
638	42718001	Wheat Thins Toasted Pita Original	82	Crackers	Snack Foods	Snack Foods	Food	8 oz	Nabisco	Rowan Warehouse
639	42719001	Musial Malted Milk Balls	36	Chocolate Candy	Candy	Snack Foods	Food	10.8	Musial	Rowan Warehouse
640	42720001	Musial Mint Chocolate Bar	36	Chocolate Candy	Candy	Snack Foods	Food	12.5	Musial	Rowan Warehouse
641	42721001	Musial Mints	38	Hard Candy	Candy	Snack Foods	Food	7.3	Musial	Rowan Warehouse
642	42722001	Musial Semi-Sweet Chocolate Bar	36	Chocolate Candy	Candy	Snack Foods	Food	17.6	Musial	Rowan Warehouse
643	42723001	Musial Spicy Mints	38	Hard Candy	Candy	Snack Foods	Food	12.6	Musial	Rowan Warehouse
644	42724001	Musial Tasty Candy Bar	36	Chocolate Candy	Candy	Snack Foods	Food	16.7	Musial	Rowan Warehouse
645	42725001	Musial White Chocolate Bar	36	Chocolate Candy	Candy	Snack Foods	Food	14	Musial	Rowan Warehouse
646	42726001	Diaper Bag Dispenser	213	Diapers	Paper Products	Household	Non-Consumable	1 pkg	Munchkin	Rowan Warehouse
647	42727001	Diaper Bag Refills	213	Diapers	Paper Products	Household	Non-Consumable	36 ct	Munchkin	Rowan Warehouse
648	42728001	Syrup Regular	254	Syrups	Baking Goods	Baking Products	Food	24 oz	Mrs. Buttersworths	Rowan Warehouse
649	42729001	Juice Boxes Apple White Grape	30	Juice	Pure Juice Beverages	Beverages	Drink	8 ct	Motts For Tots	Rowan Warehouse
650	42730001	Applesauce Cinnamon	3	Canned Fruit	Fruit	Canned Foods	Food	24 oz	Motts	Rowan Warehouse
651	42731001	Pain Reliever/Fever Reducer Original Berry	71	Ibuprofen	Pain Relievers	Health and Hygiene	Non-Consumable	1 oz	Motrin Infant	Rowan Warehouse
652	42732001	Salt Kosher	4	Spices	Baking Goods	Baking Products	Food	3 lbs	Morton	Rowan Warehouse
653	42733001	Sea Salt Coarse	4	Spices	Baking Goods	Baking Products	Food	17.6 oz	Morton	Rowan Warehouse
654	42734001	Sea Salt Fine	4	Spices	Baking Goods	Baking Products	Food	17.6 oz	Morton	Rowan Warehouse
655	42735001	Monarch Rice Medly	57	Rice	Starchy Foods	Starchy Foods	Food	11.1	Monarch	Rowan Warehouse
656	42736001	Monarch Thai Rice	57	Rice	Starchy Foods	Starchy Foods	Food	6.43	Monarch	Rowan Warehouse
657	42737001	Moms Beef Bologna	91	Bologna	Meat	Deli	Food	11.3	Moms	Rowan Warehouse
658	42738001	Moms Chicken Hot Dogs	81	Hot Dogs	Meat	Deli	Food	10.3	Moms	Rowan Warehouse
659	42739001	Moms Cole Slaw	16	Deli Salads	Side Dishes	Deli	Food	8.3	Moms	Rowan Warehouse
660	42740001	Moms Corned Beef	8	Deli Meats	Meat	Deli	Food	11.1	Moms	Rowan Warehouse
661	42741001	Moms Foot-Long Hot Dogs	81	Hot Dogs	Meat	Deli	Food	14.2	Moms	Rowan Warehouse
662	42742001	Moms Low Fat Bologna	91	Bologna	Meat	Deli	Food	17	Moms	Rowan Warehouse
663	42743001	Moms Low Fat Cole Slaw	16	Deli Salads	Side Dishes	Deli	Food	19.3	Moms	Rowan Warehouse
664	42744001	Moms Pimento Loaf	91	Bologna	Meat	Deli	Food	17.3	Moms	Rowan Warehouse
665	42745001	Moms Potato Salad	16	Deli Salads	Side Dishes	Deli	Food	13.8	Moms	Rowan Warehouse
666	42746001	Moms Roasted Chicken	77	Fresh Chicken	Meat	Deli	Food	8.19	Moms	Rowan Warehouse
667	42747001	Moms Sliced Chicken	8	Deli Meats	Meat	Deli	Food	16.7	Moms	Rowan Warehouse
668	42748001	Moms Sliced Ham	8	Deli Meats	Meat	Deli	Food	9.3	Moms	Rowan Warehouse
669	42749001	Moms Sliced Turkey	8	Deli Meats	Meat	Deli	Food	12.6	Moms	Rowan Warehouse
